,date,text,is_road_closure
314,2018-09-19 14:25:33,on september 18 2018 a multi family fire displaced 5 adult and 6 child at an apartment complex south of valdosta chris staple #garedcross volunteer met with affected individual to coordinate emergency service like emotional support financial assistance thx chris pic twitter com jmio4tmbhs,0
315,2018-09-19 14:18:34,thank you your support is going to help so many family and individual heavily affected by #florence we are grateful,0
316,2018-09-19 01:23:26,graci s pot is apoyo #garedcross,0
317,2018-09-18 20:31:54,pepi nelson lead nurse volunteer from south georgia traveled to north carolina on 9 17 18 to assist with #hurricaneflorence relief effort our entire #garedcross team is very proud of pepi and all she doe with #redcross for people in need thank you pepi pic twitter com v18mfedjd4,0
318,2018-09-18 17:07:48,thx for sharing the story of #garedcross volunteer pic twitter com baorjxf7hi,0
319,2018-09-18 16:55:12,stella kim r is just one of the more than 30 #garedcross volunteer headed to the carolina to assist with #redcross #hurricaneflorence recovery effort volunteer from #georgia are joining around 3 000 volunteer already on the ground way to go volunteer pic twitter com qvjbeci1n9,0
320,2018-09-17 20:53:15,grateful for joining force to help #florence survivor during their time of need all #atlanta #publix store will collect donation at checkout w 100 going to #redcross #hurricaneflorence relief effort pic twitter com 6a7oxeitva,0
321,2018-09-17 14:10:18,wondering how to help #florence survivor read below in the to learn how #redcross #garedcross http twitter com cjoyner status 1041417533717467136,0
322,2018-09-17 14:08:34,last night #garedcross disaster volunteer helped 5 family after a multi family fire in #stonemountain along with emotional support volunteer are assisting with emergency need such a lodging food and clothing thank you volunteer pic twitter com aebolzdef6,0
323,2018-09-16 18:06:24,hungry and looking for a way to help #florence survivor check it out pic twitter com l4se0sa4dq,0
324,2018-09-16 18:03:06,thank you for your genorosity and kindness,0
325,2018-09-16 16:19:34,and they re off thank you to all 60 #redcross volunteer who joined u in #georgia this week now driving emergency response vehicle to area hit by #florence to deliver hot meal water and clean up supply to people in need linda buschmann pic twitter com l5fvartpby,0
326,2018-09-16 15:58:17,whenever i get a hug and a tearful thank you it make it all worthwhile erv driver fred corey l with bob townley both of nw #georgia fred bob are driving a #redcross emergency response vehicle from macon ga to the carolina to help those affected by #florence pic twitter com 6vwjfhpf7n,0
327,2018-09-16 15:51:40,way to go doing your part to help #florence survivor anyone wanting to help can donate right from their phone please text florence to 90999 to make a 10 contribution #redcross #garedcross pic twitter com u2knck7f1k,0
328,2018-09-15 20:16:20,#redcross volunteer from across the country will drive around 30 emergency response vehicle from macon ga into area of the carolina most affected by #hurricaneflorence there volunteer will bring meal water and clean up supply to people in need thx volunteer pic twitter com 3p9bqvprzy,0
329,2018-09-15 02:14:05,thank you for helping to spread the work about the life saving work our #redcross volunteer love to do,0
330,2018-09-14 21:46:26,bob townley and fred corey both from northwest ga are on their way to help complete stranger affected by #hurricaneflorence follow u a more #redcross volunteer open their s to help pic twitter com jufu9qphzj,0
331,2018-09-14 21:35:28,#garedcross volunteer took call today in macon from those wanting to help and those with question about how to prepare or get help thank you #macon pic twitter com yzazqcdz7h,0
332,2018-09-14 13:29:10,grateful for all the #redcross volunteer riding out #hurricaneflorence today with more than 15 000 evacuee please stay safe ya ll http twitter com redcrosssc sta tus 1040586583865548801,0
333,2018-09-13 11:40:05,thanks for this important preparedness message more tip on how to stay safe before during and after a hurricane here http redcross org hurricane #hurricanceflorence #redcross #garedcross http twitter com weatherchannel status 1039957105208422401,0
334,2018-09-12 23:16:10,thank you #redcross volunteer here in georgia volunteer and staff are standing by ready to assist evacuee a needed a well a closely watching the path of the storm stay safe everyone http twitter com redcross statu s 1039948399913652227,0
335,2018-09-12 16:20:13,do you have loved one living in or around #hurricanceflorence evacuation zone encourage them to register on the #redcross safe well website to help them stay connected and help relieve your anxiety during the storm register here http redcross org safeandwell pic twitter com xacweaohiu,0
336,2018-09-11 23:54:40,grateful for your work today getting the word out about how the #redcross is preparing to respond to #hurricaneforence thank you pic twitter com iimlcfonsa,0
337,2018-09-11 22:48:51,thanks for helping to get the word out about the important work #redcross volunteer are doing in preparation of #hurricaneflorence pic twitter com i7rdkjm9eh,0
338,2018-09-11 21:18:51,#garedcross disaster responder are helping cobb county resident in need after a multi family fire occurred during the day ahead volunteer caseworker will continue to provide support and recovery resource for the nine family affected thank you volunteer #redcross pic twitter com azy2dbvvml,0
339,2018-09-11 15:56:53,lot activity at the #redcross warehouse in union city ga today packing loading and shipping supply like cot blanket comfort kit to #hurricaneflorence evacuation shelter along the u s east coast thank you #garedcross volunteer pic twitter com 27fwqxwl3h,0
340,2018-09-11 12:24:52,#garedcross is preparing for #hurricaneflorence and everyone in the path of this storm should too learn more http www redcross org local georgia about u news and event press release georgia s red cross preparing for hurricane florence html #redcross #florence pic twitter com d1ckmxirug,0
1804,2018-09-29 13:49:01,it s seat check saturday so parent caregiver head to one of our permanent checking station for some child safety info and ask one of our certified technician to check your booster seat and seat belt visit http bit ly 2lfar4m pic twitter com vz0evzdyui,0
1805,2018-09-28 15:11:57,general counsel chuck watt dmv commissioner torre jessup and chief deputy secretary david howard at homecoming sharing their idea of the future of transportation and how it it will be shaped by disruptive tech like drone and autonomous vehicle #bwshc pic twitter com vu9xkfjmwg,0
1806,2018-09-28 13:58:46,the road is currently open you can view traffic condition for i 40 at http bit ly 2inaqjr,0
1807,2018-09-28 13:54:15,this week at ncdot numerous state agency helped people before during and after the storm recovery effort are in place across north carolina following #florencenc and the devastation that wa left behind watch at http youtu be b2zb7ywz2gw pic twitter com mexuw87dhq,0
1808,2018-09-28 13:37:16,hi lisa hurricane florence ha caused damage crew will be making repair in the 2 northbound lane traffic will be diverted to the southbound lane visit http drivenc gov for more update,0
1809,2018-09-27 20:28:45,ghsp co host child passenger safety clinic at durham school picture online here http flic kr s ahsmjgi2uo #ncdot #ghsp #cps #ncdpi #safekidsnc #childpassengersafety pic twitter com jtvr0nztec,0
1810,2018-09-27 18:17:13,application #deadline fast approaching for #ncdot student scholarship program apply online today here http bit ly 2njqwf7 pic twitter com pzn9j1yzse,0
1811,2018-09-27 16:14:34,if you can provide more detail by dm on what you re needing we are happy to help,0
1812,2018-09-27 12:51:09,if the weather stay calm and we don t continue to get a lot of rain it is expected to be later this fall,0
1813,2018-09-27 12:34:19,you can access closure information by using the route dropdown and clicking incident or using the spread sheet link on that main page http bit ly 2jn0fh0,0
1814,2018-09-26 18:25:40,chairman michael s fox spoke to today about the department s priority #florencenc response and regional project update view picture here http flic kr s ahsmqhedie visit our website here http www ncdot gov for project update where you live,0
1815,2018-09-26 01:35:04,the best way is to send a message using this form http www ncdot gov contact page form aspx unitname pio sourceurl contact be sure to provide the name of the road and the county so your message can be directed to the appropriate ncdot county office,0
1816,2018-09-25 20:52:01,don t harm a critter throw away your litter #littersweep #litterfreenc pic twitter com eamjoa58sx,0
1817,2018-09-25 19:16:07,hello if you click on the link below and scroll down the page to other helpful resource you will find the n c flood inundation mapping alert network stay safe http www ncdot gov travel map tr affic travel severe weather page hurricane florence aspx,0
1818,2018-09-25 15:46:07,state official want to hear from you about what local project should be priority in the state s next 10 year transportation plan your voice matter and can help determine which project get built http bit ly 2q3xjhq pic twitter com py6pcsjciz,0
1819,2018-09-25 11:07:00,welcome new follower do you know ncdot sends monthly email newsletter with info about road project and improvement closure upcoming meeting where you can be heard and more this will be helpful a recovery from #florencenc begin sign up at http bit ly 2zmunfe pic twitter com 2jjmeaynfk,1
1820,2018-09-24 22:46:01,remember removing or driving around a barricade is illegal #florencenc pic twitter com yinbflxstf,0
1821,2018-09-24 20:55:14,hi dave yes it is,0
1822,2018-09-24 19:51:13,i 40 ha re opened from n c 41 exit 385 to wilmington there are currently two eastbound lane open and one westbound lane open also open u s 70 between i 95 and the coast with one lane closed in each direction in kinston u s 74 from i 95 to wilmington #florencenc pic twitter com pziot6y8jh,0
1823,2018-09-24 19:44:16,this afternoon governor cooper announced that interstate 40 ha officially opened however travel to several southeastern county is still not recommended due to flooding and road washout check road closure at http drivenc gov #florencenc pic twitter com etx9wgatpn,1
1824,2018-09-24 19:16:15,interstate 40 is now officially open #florencenc http twitter com ncemergency st atus 1044301345266831365,0
1825,2018-09-24 18:55:02,live governor cooper will provide update on #florencenc effort at 3 p m watch live http bit ly 2o9ozdv,0
1826,2018-09-24 18:07:58,the section of closure will reopen after engineer have assessed the roadway are safe for travel when the flood water recede please visit http drivenc gov for updated roadway information,0
1827,2018-09-24 17:27:49,depending on water level crew may be able to ass i 40 today to get a better idea of when it closed section may reopen for updated information on roadway condition please visit http drivenc gov,0
1828,2018-09-24 16:24:15,please check with http scdot gov for update on i 95 in south carolina,0
1829,2018-09-24 13:49:06,middle sound loop rd in wilmington,0
1834,2018-09-24 13:38:40,we will announce when nc 12 is cleaned up and reopened on ocracoke island and hatteras ferry service resume meanwhile you ll find the latest ferry info here http www ncdot gov travel map fe rry ticket service route page default aspx from 0 to 0,0
1835,2018-09-24 13:18:33,glad to hear it sandy,0
1836,2018-09-24 13:12:20,i m sorry i cannot give you a definitive answer for what it s worth traffic on all alternate route is expected to be heavy and slower than normal possibly very slow so you won t be speeding over road or bridge meanwhile we will report news on i 40 when we have it,0
1837,2018-09-24 13:08:56,candi you can check condition on nc24 at http drivenc gov,0
1838,2018-09-24 13:05:49,don t understand your question do you mean that you are reluctant to use a route that would involve driving over a high bridge,0
1839,2018-09-24 12:48:21,open this morning one lane in each direction of u s 70 in kinston please travel with caution in the area for the latest road closure please visit http drivenc gov #florencenc pic twitter com cuzcuqpa1c,1
1840,2018-09-24 03:59:10,assuming you re talking about u s 74 here s a list of current road closure http bit ly 2mtdqql we are still advising driver not to drive in columbus county due to flooding and washed out road and bridge stay safe,1
1841,2018-09-24 03:06:06,i 95 is now open through north carolina motorist should still use caution a hundred of road across the state remain closed and a danger in many area read more at http bit ly 2xxpvk2 latest road condition are available at http bit ly 2hvgppa #florencenc pic twitter com ij2zqvfqdc,1
1842,2018-09-23 20:24:34,there are still flood condition http tims ncdot gov tims regionsum mary aspx ro 58,0
1843,2018-09-23 16:17:57,hello additional information about the map can be found at the bottom of the faq page http tims ncdot gov tims faq aspx stay safe,0
1844,2018-09-23 16:13:08,hello thanks for contacting u for the most up to date travel information including road closure and available route please visit http drivenc gov stay safe,1
1845,2018-09-23 15:26:05,washout are road destroyed by flooding a we see here on nc 210 in bladen county do not go around barricade barricade are in place to keep you safe #florencenc pic twitter com enhftwe0lp,0
1846,2018-09-23 14:53:01,numerous major route are closed in some section and will continue to change a the flooding continues washed out road and bridge are a threat visit http drivenc gov to check road condition for where you want to go pic twitter com bk7lyuf7no,1
1847,2018-09-23 14:38:56,hello it ha been a rough time for you please be safe and go to http drivenc gov for the most up to date road closure information before traveling,1
1848,2018-09-23 14:06:12,hello for the most up to date travel and road closure information please go to http drivenc gov stay safe,1
1849,2018-09-23 01:39:47,ncdot announced today some alternate route that include one to jacksonville check out http drivenc gov and look under the special alert heading you can also use the drop down menu above the map to help you plan your travel stay safe,0
1850,2018-09-23 01:28:38,thanks for your message let u look into this and we ll get back to you,0
1851,2018-09-22 22:29:29,what road and in which county please,0
1852,2018-09-22 22:13:01,welcome new follower do you know ncdot sends monthly email newsletter with info about road project and improvement closure upcoming meeting where you can be heard and more this will be helpful a recovery from #florencenc begin sign up at http bit ly 2zmunfe pic twitter com gqpqbhwkpk,1
1853,2018-09-22 22:09:00,remember removing or driving around a barricade is illegal #florencenc pic twitter com h37ftzcnfp,0
1854,2018-09-22 20:24:08,ncdot identifies 3 safe route to wilmington http www ncdot gov news press rel eas page 2018 2018 09 22 wilmington route open aspx pic twitter com pkdpxbf3td,0
1855,2018-09-22 20:12:41,please go to http drivenc gov and select the highway route or county or region then select the incident tab for a list of current road closure you can also look at the map after selecting a county or route and where you see a yellow diamond for more info,1
1856,2018-09-22 20:07:05,hi we are updating out map now to show that indeed nc 24 east on this detour route is in fact open,0
1857,2018-09-22 20:06:31,hi we are updating the website right now to show that nc 24 east on our detour route is indeed open,0
1858,2018-09-22 18:59:44,no exit 373 is farther south than exit 363 exit 373 allows you to continue on nc 24 east at exit 363 you go onto nc 24 business,0
1859,2018-09-22 18:49:16,no 363 take you west on nc 24 373 take east on nc 24,0
1861,2018-09-22 18:25:38,ncdot ha identified three safe alternate route the public may use to access wilmington detail at http bit ly 2xuqoeo for the most up to date travel information use http drivenc gov a a resource #florencenc pic twitter com obcscceylw,0
1862,2018-09-22 17:10:27,please go to http bit ly 2hvgppa and select the highway route or county or region then select the incident tab for a list of current road closure you can also look at the map after selecting a county or route and where you see a yellow diamond for more info,1
1863,2018-09-22 16:28:58,for road condition and closure we advise that you visit http drivenc gov and use it a a resource to help plan your travel it ha the most up to date information we have available,1
1864,2018-09-22 15:44:10,the latest update will be posted at http bit ly 2hvgppa we also issued this release yesterday afternoon http bit ly 2prybiv,0
1865,2018-09-22 15:37:23,we have one closure on nc 211 and it s in duplin county http bit ly 2onysxs,1
1866,2018-09-22 15:31:12,this is the list of current closure we have on u s 17 http bit ly 2h32zjp click on the incident tab,1
1867,2018-09-22 15:25:02,for road condition and closure we advise that you visit http drivenc gov and use it a a resource to help plan your travel it ha the latest and most up to date information we have available,1
1868,2018-09-22 15:00:21,numerous major route are closed in some section and will continue to change a the flooding continues washed out road and bridge are a threat visit http drivenc gov to check road condition for where you want to go pic twitter com 0jjfo8px8u,1
1869,2018-09-22 14:09:01,washout is what happens when floodwaters damage a roadway like this one in do not go around barricade they are there to keep you safe travel is not advised in southeastern nc #florencenc pic twitter com bgjimouvne,0
1870,2018-09-22 12:09:41,for road condition and closure we advise that you visit http drivenc gov and use it a a resource to help plan your travel it ha the latest and most up to date information we have available stay safe,1
1871,2018-09-22 02:16:01,remember removing or driving around a barricade is illegal #florencenc pic twitter com dclkecs1gx,0
1872,2018-09-22 00:32:15,there s no way we would forget this it s on our mind constantly we want you to get back so badly but we want you to be safe first and foremost hang in there,0
1873,2018-09-21 23:02:02,the cape fear river will crest this wkd while the lumber river will crest again the neuse will rise until mon additionally new area are flooding with little warning due to this travel isn t recommended south of u 64 see flood level http bit ly 2xw19qk #florencenc pic twitter com atyplvvztm,0
1874,2018-09-21 22:48:22,soon after #florencenc struck the n c coast sept 14 ncdot used ferry to shuttle it crew and equipment to ocracoke to remove sand from n c 12 is not yet open for travel on the northern part of ocracoke island latest on ferry here http bit ly 2pshbyy pic twitter com cemkfs7qlo,0
1875,2018-09-21 20:34:52,good afternoon thanks for letting u know about this intersection we checked and it is maintained by the city of charlotte hey could your folk take a look,0
1876,2018-09-21 20:00:19,that s interstate 40,0
1877,2018-09-21 19:49:10,hi we update the site a soon a the status ha changed a road will not be reopened until it ha been inspected and deemed safe for travel for the most up to date travel information go to http drivenc gov stay safe,0
1878,2018-09-21 18:04:19,hi there check out http drivenc gov for the latest traffic condition including road closure,1
1879,2018-09-21 18:00:14,hi andrew check out http drivenc gov for the latest traffic condition including road closure,1
1880,2018-09-21 17:26:03,i 40 there is no safe reliable route to wilmington a main route are flooded and the cape fear river won t crest until sometime this weekend washed out road and bridge are a threat you should expect traffic if attempting to travel #florencenc pic twitter com ktmhfemhjk,1
1881,2018-09-21 16:02:13,with so much changing we can t fit this update into 280 character the mentioned link to route if travel is imperative is http bit ly 2ohhiei #florencenc pic twitter com gapdwrsyfj,0
1882,2018-09-21 15:29:02,looking for way to help during and after #hurricaneflorence make sure that you re donating to reputable organization like the nc disaster relief fund http governor nc gov here are a few more tip for what you can do to assist with relief effort #florencenc pic twitter com 38yabriumg,0
1883,2018-09-21 14:25:51,this week at ncdot thousand of ncdot employee are working around the clock responding to the aftermath of #hurricaneflorence http bit ly 2qpk6yp pic twitter com qftgnx1o8m,0
1884,2018-09-21 14:12:28,you can use http drivenc gov to find a route that isn t closed click on a route region or county for more detail then either look on the map and click on the yellow diamond or select the incident tab for more detail,0
1885,2018-09-21 14:12:17,u 74 is impassable and so is i 95 in southeastern n c there is no safe highway we can recommend to wilmington right now that it is not flooded or at risk of being flooded,1
1886,2018-09-21 14:02:10,yes multiple section in nash cumberland robeson and harnett county please visit http drivenc gov for updated route information,0
1887,2018-09-21 14:00:37,ashley if you had an appointment at a driver license office that wa missed due to the storm a representative from dmv will contact you to reschedule your appointment,0
1888,2018-09-21 13:58:32,there is not a safe stable and reliable route into wilmington at this time visit http drivenc gov or call 5 1 1 for updated travel information,0
1889,2018-09-21 13:53:53,only red line are impassable be mindful that condition in the southeast are changing quickly it might be helpful for your to click the incident tab to get a list view of closure,0
1890,2018-09-21 13:49:55,there are no weather related closure on i 85 check http drivenc gov for the latest traffic condition and known road closure in nc it s the most accurate and up to date resource we have for you you may want to check the condition in sc by calling 855 go scdot,1
1891,2018-09-21 13:45:21,unfortunately there is not a safe stable and reliable route into wilmington at this time please visit http drivenc gov or call 5 1 1 for updated travel information,0
1892,2018-09-21 12:40:00,project information is online here http www ncdot gov project i 85 widening page default aspx safe travel,0
1893,2018-09-21 00:50:52,unfortunately we can t give you advice that s why we have http drivenc gov if you re having question or struggling you can try calling 511 tomorrow to speak to someone who can try to assist you,0
1894,2018-09-21 00:39:18,at this time no safe stable or reliable route exists for the public to get to and from wilmington it s best to keep an eye on http drivenc gov for the latest road condition and closure,1
1895,2018-09-21 00:33:23,the map you re looking for is at http drivenc gov,0
1896,2018-09-20 23:40:02,with the power still out for hundred of thousand of nc resident remember to treat all non working stoplight a a four way stop #florencenc pic twitter com x4iznccfma,0
1897,2018-09-20 21:13:32,some perspective on the current situation with our road in robeson county section of i 95 at the lumber river remain under water in the wake of #florencenc pic twitter com 3renkgwasr,0
1898,2018-09-20 20:35:06,hello the detour apply to all vehicle including 18 wheeler,0
1899,2018-09-20 20:21:47,you can visit http drivenc gov for information about road closure and the specfic route you are looking for please be safe,1
1900,2018-09-20 20:19:37,section of interstate 95 and 40 remain flooded with multiple closure at this time there is not a safe stable or reliable route for the public to use to get to and from wilmington more http bit ly 2ohhiei,0
1901,2018-09-20 20:13:20,please check http drivenc gov to see the best route to take,0
1902,2018-09-20 19:54:30,because of flooding ncdot ha closed the us70 bypass at kinston from u 258 north to nc 58 south follow detour,0
1903,2018-09-20 19:45:02,u 421 at the new hanover county line ha been closed due to rising water there is not a safe stable and reliable route in to wilmington at this time visit http drivenc gov or call 511 for travel info #florencenc pic twitter com znyoxw5opn,1
1904,2018-09-20 18:47:57,thanks we will report this to our maintenance office,0
1905,2018-09-20 18:46:17,our latest http drivenc gov update includes a jacksonville suggestion,0
1906,2018-09-20 18:42:09,gps navigation company may not be able to keep up with all of the constantly changing closure and driver may not be able to completely rely on navigator during an emergency if travel is mandatory please use this link for real time information http tims ncdot gov tims,1
1907,2018-09-20 18:40:43,commercial travel apps such a waze are useful but not always up to date on changing condition here if waze suggests a route recommend you check it against the latest update at http drivenc gov stay safe,0
1908,2018-09-20 18:40:33,hey skylar we are urging driver if they are in a safe place right now stay put many road that have been passable could have flooded again and are far too dangerous for travel check out this #florencenc webpage with faq http bit ly 2mbcfpl #ncdot #tadd,1
1909,2018-09-20 18:36:51,the department hope emphasis on this not being certain water will recede enough to inspect 40 at some point this weekend,0
1910,2018-09-20 18:30:20,an i 40 section reopened today in duplin county along with the warsaw rest area exit 364 i 40 is still closed from n c 41 exit 385 to wilmington because of #florencenc flooding,0
1911,2018-09-20 17:54:28,actively but for good reason vital recovery there food fuel resupply utility restoration etc is being slowed and community resource strained by heavy influx of folk who don t absolutely need to return yet we ask folk to wait longer please,0
1912,2018-09-20 17:47:56,thanks for letting u know please go to http bit ly 2vhttm7 and provide the same information in your tweet a well a any other information and it will get to the appropriate crew to look into,0
1913,2018-09-20 17:06:00,http twitter com ncemergency st atus 1042792227754442754 pic twitter com yzuvj7n8mc,0
1914,2018-09-20 16:58:25,#tadd #turnarounddontdrown we have a web page dedicated to information about #florencenc with faq and other helpful resource http bit ly 2mbcfpl #ncdot #ncwx pic twitter com qdougw6ydt,0
1915,2018-09-20 16:54:22,http twitter com dukeenergy sta tus 1042816911371894784,0
1916,2018-09-20 16:42:31,jacob you can find the latest on road closing at http drivenc gov even where some road are open we are advising folk to stay away from the wilmington area for now non essential traffic is actually slowing the essential recovery work there,0
1917,2018-09-20 16:04:39,question about #travel #traffic #detours #openings #closings #ncdot ha a web page dedicated to information about #florencenc with faq and other #helpful #resources right here http bit ly 2nvboo6 #carolina #thursdaythoughts pic twitter com 5ytltxo6eb,0
1922,2018-09-20 16:00:32,trenton nc,0
1924,2018-09-20 15:50:05,question about #travel #traffic #detours #openings #closings #ncdot ha a web page dedicated to information about #florencenc with faq and other #helpful #resources right here http bit ly 2nvboo6 #carolina #thursdaythoughts pic twitter com tieoibpqij,0
1925,2018-09-20 15:35:56,question about #travel #traffic #detours #openings #closings #ncdot ha a web page dedicated to information about #florencenc with faq and other #helpful #resources right here http bit ly 2nvboo6 #carolina #thursdaythoughts,0
1929,2018-09-20 15:17:19,#tadd #flooding will still be a major hazard for several day we encourage you to remain alert and avoid standing water a hidden danger may be under the surface #turnarounddontdrown #ncdot #barricades #save #lives pic twitter com uepg0cabbz,0
1930,2018-09-20 14:05:15,just because rain isn t falling doesn t mean water aren t rising new closure are expected today remember to never try and drive through flooded road #turnarounddontdrown #florencenc pic twitter com ziqfgknoze,1
1931,2018-09-20 12:54:59,about 750 road remain closed down from 2 200 including section of i 40 i 95 u 258 in kinston wa closed thurs due to flooding driver should plan for u 70 to be closed a the neuse continues to rise u 421 at the new hanover co line is now closed #florencenc pic twitter com e1ogxoh968,1
1932,2018-09-20 12:54:29,application for the 2019 bike ped planning grant are open it provides funding for municipality to develop comprehensive bicycle or pedestrian plan those interested can learn more about it and get question answered today at 2 p m http bit ly 2opsc1z pic twitter com lni5wg2gnw,0
1933,2018-09-20 12:45:03,turn around don t drown while the water may look shallow you cannot tell how deep it is or if the road ha washed away #florencenc pic twitter com qplbrnbxy3,0
1934,2018-09-20 12:41:17,u 421 had opened briefly one lane each way but it is closed again http tims ncdot gov tims incidentd etail aspx id 545077,0
1935,2018-09-20 12:23:18,please check http drivenc gov for update on road condition click on a route region or county for more detail then hit the incident tab,0
1936,2018-09-20 12:21:22,jenn please check http drivenc gov for update on road condition click on a route region or county for more detail then hit the incident tab,0
1937,2018-09-20 12:07:46,thanks for letting u know,0
1938,2018-09-20 02:10:55,what kind of difficulty are you having with the website http drivenc gov is the best and most reliable resource you can also call 511 if you re not a fan of the website,0
1939,2018-09-20 01:22:30,unfortunately we can t predict when the road will reopen look like you re keeping an eye on the road at http drivenc gov once the road is open again it will be updated there stay safe,0
1940,2018-09-20 01:20:05,no safe stable and reliable route currently exists for the public to get to and from wilmington we recommend keeping an eye on http drivenc gov for the latest travel condition including known road closure,1
1941,2018-09-20 01:19:08,no safe stable and reliable route currently exists for the public to get to and from wilmington,0
1942,2018-09-20 00:46:53,any popular app such a waze google map apple map are good resource,0
1943,2018-09-20 00:38:18,there s no safe reliable route to wilmington keep an eye on http drivenc gov for the latest traffic condition and known road closure it s the most accurate and up to date resource we have for you,1
1944,2018-09-20 00:26:03,we can t help you outside north carolina but when you re ready to travel and close check out http drivenc gov for the latest traffic condition and known road closure it s the most accurate and up to date resource we have for you,1
1945,2018-09-20 00:05:11,your best bet is to consult http drivenc gov for the latest road condition and closure click on a route region or county for more detail then hit the incident tab,1
1946,2018-09-19 23:01:01,we encourage motorist to use real time travel apps instead of traditional gps unit a the apps will provide the most up to date travel route use http drivenc gov for road closure detour and more #florencenc pic twitter com syxhx14gqw,1
1947,2018-09-19 20:56:05,with power out in many area because of #florencenc remember these important tip when you approach an intersection where are not working slow down and let s keep everyone safe pic twitter com wzildpboxk,0
1948,2018-09-19 20:34:51,no but you can check http drivenc gov for alternative route to south carolina once you get to sc you can call the sc dot at 855 go scdot safe travel,0
1949,2018-09-19 20:32:13,check http drivenc gov for closure and update on road condition here s the current durham co list state maintained road only look for weather event http tims ncdot gov tims regionsum mary aspx co 32,1
1950,2018-09-19 19:07:35,update 796,0
1951,2018-09-19 18:56:40,the most current number is 847,0
